project_id,project_name,project_type,client,priority,status,start_date,end_date,budget_usd,actual_spend_usd,project_manager_id,tech_lead_id,team_size,avg_velocity,client_satisfaction,region,billable
868691,NovaCare – Web Platform,Web Platform,Cornerstone Inc,Low,In Progress,2023-09-19,2024-08-11,12088,10833,923824,844858,21,34.4,,North America,Yes
482986,Elevate Health – Data Pipeline,Data Pipeline,HorizonBank,High,Completed,2022-05-02,2022-08-16,160808,49947,503489,258471,17,37.2,4.2,LATAM,Yes
565540,Apex Corp – Web Platform,Web Platform,GlobalTech,Medium,Completed,2023-08-08,2023-09-23,101729,35706,939333,589491,7,18.1,3.8,LATAM,No
681074,Cornerstone Inc – Cloud Migration,Cloud Migration,LumaMedia,Medium,Cancelled,2020-11-17,2021-05-05,139178,91874,532699,681141,14,,,Europe,No
749114,Keystone Partners – Web Platform,Web Platform,GlobalTech,Medium,In Progress,2023-02-19,2024-01-24,116308,116206,327558,901305,24,27.8,,LATAM,Yes
157327,Elevate Health – AI/ML Model,AI/ML Model,Cornerstone Inc,Low,Completed,2020-06-08,2021-01-09,40378,15833,154944,751332,12,40.0,2.6,Middle East,Yes
168492,BlueSky Ltd – API Integration,API Integration,JetStream LLC,Critical,Planning,2021-02-17,2022-02-08,848271,31851,354377,295440,10,,,Middle East,Yes
691123,GlobalTech – ERP Implementation,ERP Implementation,LumaMedia,Critical,Completed,2021-09-24,2021-10-28,859722,326031,572161,589491,11,51.7,3.3,APAC,Yes
836789,HorizonBank – Mobile App,Mobile App,JetStream LLC,Medium,In Progress,2024-05-06,2024-08-20,284020,109589,186431,988456,14,34.4,,North America,Yes
269054,InnovateCo – Data Pipeline,Data Pipeline,InnovateCo,Low,Completed,2021-04-19,2022-08-14,17227,19120,844261,806707,23,26.4,2.9,Middle East,Yes
569217,GlobalTech – Data Pipeline,Data Pipeline,Delta Systems,Medium,In Progress,2022-06-01,2022-07-21,208909,173384,970708,933456,23,21.1,,Europe,Yes
259804,Elevate Health – Product Launch,Product Launch,Cornerstone Inc,Low,Completed,2021-09-25,2022-08-01,6958,2930,329642,114463,4,24.8,2.9,North America,Yes
704516,HorizonBank – AI/ML Model,AI/ML Model,Keystone Partners,Medium,Completed,2024-04-29,2025-01-19,57294,25914,586288,613426,10,38.1,4.4,Europe,Yes
696360,Frontier AI – ERP Implementation,ERP Implementation,Frontier AI,Critical,In Progress,2023-06-23,2024-11-03,801096,513340,214532,952657,16,22.5,,North America,No
630519,LumaMedia – ERP Implementation,ERP Implementation,NovaCare,Medium,Cancelled,2023-08-11,2023-10-09,42374,35065,667296,329471,9,,,Middle East,Yes
262070,Keystone Partners – Mobile App,Mobile App,BlueSky Ltd,Medium,In Progress,2020-05-29,2020-10-20,102945,80772,824156,139186,16,55.2,,APAC,No
591246,JetStream LLC – Marketing Campaign,Marketing Campaign,HorizonBank,Low,Completed,2020-08-09,2021-12-21,16248,7364,979827,775885,15,41.3,3.3,Europe,No
219879,JetStream LLC – Cloud Migration,Cloud Migration,Meridian Group,Low,Completed,2022-08-20,2022-12-02,76444,33052,101773,772580,12,48.2,3.9,LATAM,Yes
947808,BlueSky Ltd – AI/ML Model,AI/ML Model,Cornerstone Inc,Low,In Progress,2020-02-16,2021-07-17,32973,11407,992952,587274,15,35.9,,North America,Yes
524745,Cornerstone Inc – Mobile App,Mobile App,NovaCare,Medium,Planning,2022-12-10,2023-04-28,256674,44727,316899,575458,10,,,North America,Yes
549350,LumaMedia – AI/ML Model,AI/ML Model,GlobalTech,Medium,Completed,2022-05-08,2023-02-08,124126,74088,414777,138436,24,54.9,4.5,APAC,No
962994,Cornerstone Inc – Web Platform,Web Platform,HorizonBank,Medium,Completed,2024-02-12,2025-03-28,95821,55113,591699,462479,25,35.2,3.6,APAC,Yes
930489,BlueSky Ltd – Security Audit,Security Audit,Apex Corp,Medium,On Hold,2020-09-14,2021-09-03,21927,24996,164879,101773,20,44.3,,Europe,Yes
540586,Frontier AI – Marketing Campaign,Marketing Campaign,Apex Corp,High,On Hold,2021-03-05,2022-08-04,475896,230198,977330,697856,20,49.1,,APAC,Yes
626474,InnovateCo – Mobile App,Mobile App,Meridian Group,Low,Cancelled,2021-12-21,2022-07-19,64768,42225,483162,203996,15,,,APAC,Yes
284354,NovaCare – ERP Implementation,ERP Implementation,Keystone Partners,Low,In Progress,2020-11-29,2021-10-02,28186,21698,127965,312146,11,34.8,,LATAM,Yes
836197,Keystone Partners – Product Launch,Product Launch,HorizonBank,High,Completed,2020-02-03,2021-01-13,188854,71045,701344,923892,17,38.0,3.9,Middle East,Yes
800144,Frontier AI – Cloud Migration,Cloud Migration,Meridian Group,Low,Completed,2023-02-03,2023-09-16,34213,32856,499974,537020,17,21.2,4.9,LATAM,No
960270,OmegaRetail – Security Audit,Security Audit,GlobalTech,Critical,In Progress,2021-08-03,2022-01-17,1840384,902425,477114,783823,10,28.9,,Europe,Yes
534694,JetStream LLC – Web Platform,Web Platform,GlobalTech,Critical,Completed,2022-11-28,2024-02-20,521651,507010,667296,218423,12,62.2,3.3,Europe,No
302019,LumaMedia – Product Launch,Product Launch,Cornerstone Inc,Low,Planning,2023-03-29,2023-12-03,11760,1884,530764,654718,14,,,LATAM,Yes
642404,Elevate Health – Data Pipeline,Data Pipeline,NovaCare,Low,Completed,2020-09-15,2021-06-30,18051,16309,239890,789880,20,42.9,4.1,Middle East,Yes
438065,InnovateCo – API Integration,API Integration,OmegaRetail,High,Completed,2023-07-11,2024-09-07,106885,71806,226611,856442,2,15.4,4.0,North America,No
126518,InnovateCo – Data Pipeline,Data Pipeline,NovaCare,Low,Cancelled,2023-08-29,2024-12-30,51939,23817,152062,950916,8,,,Europe,No
907814,BlueSky Ltd – Cloud Migration,Cloud Migration,BlueSky Ltd,Critical,In Progress,2023-07-08,2023-08-18,373986,409413,324993,742686,5,59.1,,Europe,Yes
374721,HorizonBank – Data Pipeline,Data Pipeline,Keystone Partners,High,Completed,2021-03-01,2021-10-17,598253,608979,864491,986209,2,55.6,3.5,North America,Yes
820724,Apex Corp – Security Audit,Security Audit,BlueSky Ltd,Low,In Progress,2021-01-03,2021-07-04,64097,63280,679958,375201,23,23.1,,APAC,Yes
607417,InnovateCo – Product Launch,Product Launch,Meridian Group,Critical,Completed,2020-09-06,2021-01-12,1294186,1204165,963918,874568,19,31.3,2.6,Europe,Yes
482615,LumaMedia – Mobile App,Mobile App,InnovateCo,Medium,Completed,2020-06-19,2021-07-26,191725,80098,859687,592198,10,36.8,2.7,APAC,No
881393,Elevate Health – ERP Implementation,ERP Implementation,GlobalTech,Low,On Hold,2021-05-27,2021-09-22,57421,62244,180674,787991,24,45.9,,North America,Yes
273699,Delta Systems – API Integration,API Integration,JetStream LLC,Low,In Progress,2024-03-10,2024-08-26,63478,41906,616256,316092,21,47.2,,APAC,Yes
763432,Keystone Partners – Mobile App,Mobile App,InnovateCo,Low,Completed,2021-06-02,2022-04-28,9424,10501,865179,211579,21,45.4,4.6,APAC,No
131394,Keystone Partners – Mobile App,Mobile App,Frontier AI,High,Planning,2021-01-15,2021-08-16,418355,35927,623125,923824,8,,,APAC,Yes
917380,GlobalTech – AI/ML Model,AI/ML Model,Elevate Health,High,Completed,2024-01-08,2024-07-24,414064,366466,772580,527398,20,45.2,3.9,Middle East,Yes
652874,GlobalTech – API Integration,API Integration,Keystone Partners,High,On Hold,2023-10-06,2023-12-13,371554,337677,290065,575458,22,13.3,,LATAM,Yes
952905,GlobalTech – AI/ML Model,AI/ML Model,Delta Systems,Medium,Completed,2022-10-18,2022-12-10,46036,45221,148050,519093,5,43.2,3.3,Middle East,Yes
398882,Apex Corp – Web Platform,Web Platform,Frontier AI,Critical,In Progress,2022-04-04,2022-05-22,796358,327621,520172,670913,18,43.2,,North America,Yes
592718,Meridian Group – Mobile App,Mobile App,Frontier AI,Low,Cancelled,2024-03-23,2024-10-16,44452,23713,736129,843963,19,,,LATAM,Yes
512433,Frontier AI – Cloud Migration,Cloud Migration,NovaCare,Low,In Progress,2023-06-19,2023-09-09,20913,21260,350280,262656,3,41.0,,LATAM,Yes
278458,Elevate Health – Mobile App,Mobile App,OmegaRetail,Medium,Cancelled,2023-01-05,2024-06-24,213399,212060,966662,108060,3,,,North America,Yes
150335,JetStream LLC – Cloud Migration,Cloud Migration,HorizonBank,High,In Progress,2022-02-16,2022-08-03,425326,376300,132653,989587,6,32.2,,North America,Yes
434844,Keystone Partners – Data Pipeline,Data Pipeline,HorizonBank,Low,Cancelled,2022-12-04,2023-09-30,63560,55170,295440,816412,17,,,APAC,Yes
910175,BlueSky Ltd – ERP Implementation,ERP Implementation,BlueSky Ltd,Medium,Completed,2023-12-27,2024-03-08,158313,150598,146177,656639,9,27.5,3.0,LATAM,Yes
322796,Meridian Group – Web Platform,Web Platform,InnovateCo,Medium,In Progress,2020-08-02,2021-02-22,221882,102005,414164,466749,20,21.5,,Middle East,Yes
897429,GlobalTech – Cloud Migration,Cloud Migration,HorizonBank,Low,Cancelled,2020-08-04,2021-12-15,25184,25703,952657,446968,13,,,Middle East,Yes
917911,BlueSky Ltd – Security Audit,Security Audit,Delta Systems,Medium,Completed,2023-11-06,2024-05-11,165667,109278,876459,816412,22,48.7,2.8,North America,No
296114,Frontier AI – Cloud Migration,Cloud Migration,GlobalTech,Critical,In Progress,2021-12-21,2022-06-04,1588074,1193044,239890,726258,4,46.0,,Europe,Yes
516209,Delta Systems – Marketing Campaign,Marketing Campaign,Elevate Health,Low,On Hold,2021-07-12,2022-02-16,48743,16825,411882,340068,22,17.6,,Europe,No
285225,BlueSky Ltd – Product Launch,Product Launch,Delta Systems,Medium,On Hold,2020-08-11,2021-08-24,278797,206539,340068,253347,9,56.5,,North America,Yes
137421,LumaMedia – Product Launch,Product Launch,NovaCare,Medium,Completed,2021-07-18,2021-12-10,54522,41017,696251,929130,24,35.4,2.8,APAC,No
315697,InnovateCo – Data Pipeline,Data Pipeline,OmegaRetail,Medium,In Progress,2021-08-12,2022-09-21,170991,153887,118786,534753,7,26.3,,Middle East,No
874992,Apex Corp – Cloud Migration,Cloud Migration,Cornerstone Inc,Medium,Completed,2020-12-07,2021-04-11,185209,162840,449247,300051,6,55.3,3.6,APAC,Yes
279018,JetStream LLC – Web Platform,Web Platform,Keystone Partners,Medium,In Progress,2021-05-21,2022-02-16,20527,14678,442622,340062,2,33.8,,APAC,Yes
650784,HorizonBank – Marketing Campaign,Marketing Campaign,HorizonBank,High,Planning,2020-07-23,2021-01-24,233703,36235,497455,431752,12,,,APAC,Yes
795634,OmegaRetail – ERP Implementation,ERP Implementation,NovaCare,Medium,In Progress,2021-12-23,2022-06-25,260517,81158,802382,449247,18,41.6,,Middle East,No
218238,JetStream LLC – Cloud Migration,Cloud Migration,LumaMedia,Critical,Completed,2023-09-12,2025-03-03,1060501,1090010,633188,572161,17,14.6,2.6,LATAM,Yes
316329,Frontier AI – Mobile App,Mobile App,OmegaRetail,Medium,In Progress,2023-07-07,2024-07-18,76587,85826,167136,164879,18,50.0,,APAC,No
717766,BlueSky Ltd – Security Audit,Security Audit,GlobalTech,Medium,In Progress,2022-12-01,2023-12-25,119914,40163,735988,806765,21,61.5,,LATAM,Yes
402418,HorizonBank – Mobile App,Mobile App,Elevate Health,Critical,In Progress,2023-10-26,2024-02-09,1637653,696103,681141,551533,21,31.3,,North America,Yes
116349,Keystone Partners – ERP Implementation,ERP Implementation,NovaCare,Critical,Completed,2020-09-09,2020-11-05,793530,794839,195674,995993,2,35.4,3.6,North America,Yes
363647,Delta Systems – Data Pipeline,Data Pipeline,GlobalTech,Medium,In Progress,2024-04-23,2025-03-06,283189,245107,911739,477400,24,32.8,,Middle East,Yes
404928,OmegaRetail – API Integration,API Integration,BlueSky Ltd,Critical,In Progress,2023-10-21,2024-10-11,943717,482635,525146,695225,14,77.5,,APAC,Yes
726040,GlobalTech – Cloud Migration,Cloud Migration,InnovateCo,High,On Hold,2021-10-22,2023-01-06,536986,470982,742686,938338,23,39.0,,Europe,Yes
419811,BlueSky Ltd – Mobile App,Mobile App,Cornerstone Inc,Medium,On Hold,2022-02-08,2023-04-14,261777,199986,913331,210790,15,29.0,,Middle East,No
827851,Meridian Group – AI/ML Model,AI/ML Model,GlobalTech,Medium,In Progress,2022-05-11,2023-10-15,205699,136485,701344,275490,2,40.4,,North America,Yes
745092,Apex Corp – Cloud Migration,Cloud Migration,Meridian Group,Medium,On Hold,2023-06-25,2024-04-28,288543,178072,324875,925622,11,36.5,,LATAM,Yes
522515,BlueSky Ltd – Web Platform,Web Platform,Frontier AI,Low,Planning,2020-04-21,2020-07-03,72896,6709,325772,275018,22,,,Middle East,Yes
961866,LumaMedia – Cloud Migration,Cloud Migration,LumaMedia,Low,Cancelled,2020-09-05,2021-10-19,48425,50103,671015,443897,18,,,North America,Yes
641342,HorizonBank – Data Pipeline,Data Pipeline,JetStream LLC,Low,Completed,2023-08-03,2024-11-11,34300,36385,911739,658065,22,24.5,2.5,Europe,Yes
170403,NovaCare – Web Platform,Web Platform,InnovateCo,High,On Hold,2021-05-21,2021-10-02,206913,153498,923892,613426,2,71.5,,LATAM,No
158356,NovaCare – Mobile App,Mobile App,Keystone Partners,Medium,In Progress,2021-04-26,2022-07-30,273608,310624,960408,470248,10,45.9,,Middle East,Yes
553355,Delta Systems – Data Pipeline,Data Pipeline,HorizonBank,Critical,Completed,2023-09-08,2024-02-08,497137,495032,989587,631958,25,21.7,4.2,LATAM,Yes
403509,Elevate Health – Mobile App,Mobile App,HorizonBank,Low,In Progress,2023-11-29,2025-02-10,41068,25975,811256,893988,15,40.6,,North America,No
111554,Apex Corp – Product Launch,Product Launch,Cornerstone Inc,Medium,Completed,2021-12-27,2023-06-02,253035,85079,938338,435239,25,31.7,3.6,APAC,Yes
465779,Meridian Group – Marketing Campaign,Marketing Campaign,Cornerstone Inc,Low,On Hold,2020-11-06,2021-06-04,13226,5929,386488,253541,20,27.9,,APAC,Yes
513064,InnovateCo – Mobile App,Mobile App,Elevate Health,Low,In Progress,2021-01-04,2021-11-24,66833,54466,693830,177289,23,54.1,,Europe,Yes
717456,OmegaRetail – Product Launch,Product Launch,Keystone Partners,Medium,On Hold,2020-03-01,2021-06-10,231693,82815,507524,530816,9,42.7,,LATAM,Yes
896822,BlueSky Ltd – API Integration,API Integration,Apex Corp,Medium,Completed,2022-02-25,2023-04-17,111225,102208,519093,848022,3,41.2,4.0,North America,No
900432,Keystone Partners – AI/ML Model,AI/ML Model,Elevate Health,Critical,Completed,2022-07-09,2023-02-17,873519,341993,538967,324993,20,30.6,3.7,Europe,Yes
878204,Keystone Partners – Data Pipeline,Data Pipeline,BlueSky Ltd,Low,Planning,2021-01-28,2021-04-12,74275,12012,335137,186431,22,,,Europe,Yes
949355,Keystone Partners – Data Pipeline,Data Pipeline,LumaMedia,Critical,In Progress,2023-01-24,2024-05-10,1824004,1179808,262316,748276,7,35.2,,Middle East,No
299372,NovaCare – API Integration,API Integration,BlueSky Ltd,Low,On Hold,2023-02-18,2024-05-29,51151,30844,479580,173863,4,22.4,,Middle East,Yes
233370,Elevate Health – Marketing Campaign,Marketing Campaign,OmegaRetail,Medium,Completed,2020-04-15,2021-03-18,81827,59235,376021,207581,2,44.3,3.1,APAC,No
837435,OmegaRetail – AI/ML Model,AI/ML Model,JetStream LLC,High,Planning,2020-06-02,2021-04-01,245531,47540,232731,295440,18,,,Middle East,Yes
518612,Delta Systems – Product Launch,Product Launch,Frontier AI,Critical,On Hold,2023-04-08,2024-01-04,1662801,1759305,305721,284084,2,50.3,,North America,Yes
314154,NovaCare – Marketing Campaign,Marketing Campaign,Meridian Group,Medium,Planning,2020-05-29,2021-08-14,52678,2482,623879,148823,24,,,North America,Yes
174200,HorizonBank – Security Audit,Security Audit,InnovateCo,High,On Hold,2021-07-08,2022-08-12,582028,642914,428122,923892,3,40.5,,Europe,Yes
552476,InnovateCo – ERP Implementation,ERP Implementation,JetStream LLC,Medium,Planning,2020-04-23,2020-06-05,139409,597,356059,210665,8,,,LATAM,Yes
679334,OmegaRetail – ERP Implementation,ERP Implementation,JetStream LLC,Critical,In Progress,2020-09-13,2021-05-21,1805750,1120727,835132,848831,19,46.3,,APAC,Yes
303052,Meridian Group – AI/ML Model,AI/ML Model,Meridian Group,Low,Completed,2023-04-20,2023-05-25,36217,18008,653829,779172,25,47.8,4.4,Middle East,Yes
940713,Frontier AI – Web Platform,Web Platform,Frontier AI,Medium,Planning,2020-09-16,2021-05-28,49823,763,680358,883301,3,,,Middle East,Yes
406616,OmegaRetail – Data Pipeline,Data Pipeline,OmegaRetail,Low,In Progress,2020-06-05,2020-11-10,21040,18054,167136,403915,17,31.9,,Europe,No
847775,LumaMedia – Cloud Migration,Cloud Migration,InnovateCo,Medium,Planning,2021-05-15,2022-03-10,173450,30144,575458,715332,12,,,Middle East,Yes
156620,Delta Systems – AI/ML Model,AI/ML Model,Elevate Health,Low,Cancelled,2021-02-20,2022-07-01,68728,36963,479580,327558,18,,,Middle East,Yes
228710,Apex Corp – AI/ML Model,AI/ML Model,Elevate Health,High,Completed,2023-08-24,2024-10-18,326525,291779,109585,499974,2,16.9,3.7,APAC,No
415005,GlobalTech – Mobile App,Mobile App,Cornerstone Inc,Critical,In Progress,2022-10-11,2022-11-19,1992172,1630165,708519,312146,14,30.0,,LATAM,Yes
792482,OmegaRetail – Cloud Migration,Cloud Migration,NovaCare,Critical,On Hold,2020-02-23,2021-07-02,1800119,1072211,992596,984756,12,40.9,,APAC,Yes
894036,Meridian Group – Web Platform,Web Platform,BlueSky Ltd,Medium,Cancelled,2024-02-02,2025-06-21,247580,256463,431752,167603,3,,,Middle East,No
856334,OmegaRetail – Cloud Migration,Cloud Migration,Apex Corp,Low,In Progress,2021-06-16,2021-10-07,79488,75804,312146,435239,25,46.8,,APAC,Yes
189691,Meridian Group – API Integration,API Integration,Keystone Partners,Medium,In Progress,2021-07-15,2022-02-15,226884,75510,182857,783823,10,37.6,,Middle East,Yes
230344,HorizonBank – Cloud Migration,Cloud Migration,Apex Corp,Medium,Planning,2022-06-27,2023-03-20,158683,26899,776234,304110,2,,,APAC,No
768722,Cornerstone Inc – Marketing Campaign,Marketing Campaign,Elevate Health,Medium,In Progress,2020-06-11,2020-11-29,50715,40198,612340,148823,19,36.3,,APAC,Yes
618970,Keystone Partners – Data Pipeline,Data Pipeline,Apex Corp,Medium,Cancelled,2023-06-19,2024-06-18,111485,47366,340068,827912,5,,,Europe,No
708059,Keystone Partners – AI/ML Model,AI/ML Model,NovaCare,Critical,On Hold,2024-01-03,2025-06-23,1704408,841567,586288,395818,2,42.0,,APAC,Yes
729752,GlobalTech – API Integration,API Integration,BlueSky Ltd,Medium,Completed,2020-08-19,2021-06-06,60621,44307,901305,221707,8,32.7,4.6,LATAM,Yes
250029,Elevate Health – Web Platform,Web Platform,JetStream LLC,Medium,On Hold,2022-04-15,2023-08-17,208894,122148,265649,504630,17,48.3,,North America,Yes
486192,Frontier AI – Web Platform,Web Platform,Delta Systems,Medium,Completed,2021-03-09,2022-05-26,33387,13030,520884,631958,24,40.8,4.0,LATAM,Yes
788976,InnovateCo – Data Pipeline,Data Pipeline,LumaMedia,Low,Planning,2021-04-04,2022-02-17,15281,2919,496764,232731,22,,,LATAM,Yes
988767,NovaCare – Marketing Campaign,Marketing Campaign,JetStream LLC,Critical,On Hold,2022-12-01,2023-08-13,1190546,1024248,926394,182857,8,24.0,,APAC,Yes
444650,InnovateCo – API Integration,API Integration,InnovateCo,Medium,Completed,2020-08-24,2021-09-12,258981,146996,295440,203782,25,49.9,2.7,North America,Yes
785066,Keystone Partners – ERP Implementation,ERP Implementation,JetStream LLC,Medium,In Progress,2020-09-13,2022-01-29,239598,118672,793805,623125,15,34.8,,Europe,Yes
934515,OmegaRetail – Cloud Migration,Cloud Migration,Cornerstone Inc,Medium,In Progress,2022-05-12,2023-02-24,81847,30224,952679,232731,17,24.1,,LATAM,Yes
274872,NovaCare – Mobile App,Mobile App,GlobalTech,Low,In Progress,2022-08-20,2023-10-04,77689,70283,864491,592198,3,22.7,,North America,Yes
176561,OmegaRetail – Data Pipeline,Data Pipeline,Frontier AI,Low,In Progress,2023-11-28,2024-10-08,51447,21007,295440,933456,11,56.8,,Middle East,Yes
857260,Elevate Health – Web Platform,Web Platform,Meridian Group,High,Cancelled,2022-04-17,2023-04-04,452200,500780,164879,667296,15,,,LATAM,Yes
869070,Cornerstone Inc – Data Pipeline,Data Pipeline,InnovateCo,High,Completed,2022-01-27,2023-02-06,88161,70927,669097,109585,14,55.4,3.3,Middle East,Yes
910555,Elevate Health – Mobile App,Mobile App,Frontier AI,Medium,In Progress,2023-03-01,2023-12-21,278627,164375,612340,566453,20,10.5,,LATAM,Yes
894086,Elevate Health – Data Pipeline,Data Pipeline,Cornerstone Inc,High,Completed,2021-07-23,2022-06-12,300914,200395,477114,335203,12,36.6,2.7,North America,Yes
387150,Delta Systems – ERP Implementation,ERP Implementation,InnovateCo,Low,Completed,2021-06-15,2022-12-03,27193,14825,963918,167603,5,53.8,2.9,Middle East,Yes
128678,Frontier AI – Product Launch,Product Launch,Delta Systems,Critical,On Hold,2020-01-14,2020-10-20,1328091,1300391,210790,515922,2,29.9,,APAC,No
867651,HorizonBank – ERP Implementation,ERP Implementation,OmegaRetail,High,Planning,2020-08-12,2021-09-12,555895,32791,282176,804758,5,,,LATAM,No
375834,InnovateCo – Mobile App,Mobile App,Frontier AI,High,In Progress,2021-12-25,2023-03-11,781199,311693,843963,542374,9,36.5,,APAC,No
761257,Frontier AI – Marketing Campaign,Marketing Campaign,Delta Systems,High,Cancelled,2020-03-19,2020-11-25,410102,434064,864491,282176,18,,,Middle East,Yes
765318,NovaCare – Web Platform,Web Platform,Cornerstone Inc,Medium,Completed,2021-03-26,2022-04-04,217241,226212,537020,526911,17,27.4,2.9,LATAM,Yes
238193,LumaMedia – API Integration,API Integration,Elevate Health,High,On Hold,2020-05-17,2021-02-22,304593,92205,656639,148823,8,37.2,,Middle East,No
761679,NovaCare – Product Launch,Product Launch,Delta Systems,Medium,Cancelled,2023-09-07,2025-02-06,202821,144327,680358,925622,11,,,APAC,No
614034,GlobalTech – Security Audit,Security Audit,HorizonBank,Medium,On Hold,2021-03-24,2021-06-19,272161,149989,696251,612340,11,34.7,,APAC,Yes
794595,Meridian Group – Security Audit,Security Audit,NovaCare,High,Completed,2023-09-14,2023-12-11,567310,631341,586490,187949,14,32.2,3.7,LATAM,No
820604,Elevate Health – API Integration,API Integration,Keystone Partners,Critical,In Progress,2022-04-17,2022-06-17,761877,557209,275715,892630,12,18.1,,APAC,No
510389,HorizonBank – ERP Implementation,ERP Implementation,GlobalTech,Low,In Progress,2021-07-03,2022-04-07,39170,42127,345722,446968,12,35.6,,Europe,Yes
662050,Meridian Group – API Integration,API Integration,GlobalTech,High,On Hold,2023-05-23,2024-03-24,720419,418009,682032,611945,2,35.2,,North America,Yes
469833,GlobalTech – Marketing Campaign,Marketing Campaign,NovaCare,High,Cancelled,2022-01-11,2022-11-11,131605,97499,180674,239999,19,,,Europe,Yes
940208,InnovateCo – Data Pipeline,Data Pipeline,GlobalTech,Medium,In Progress,2024-02-10,2024-07-16,236738,114409,944151,657487,2,38.5,,LATAM,Yes
264569,Meridian Group – Cloud Migration,Cloud Migration,GlobalTech,Medium,Completed,2023-11-10,2024-04-14,140588,117647,780364,858705,25,23.3,2.8,LATAM,Yes
958045,Cornerstone Inc – Cloud Migration,Cloud Migration,BlueSky Ltd,High,Completed,2023-12-11,2025-02-03,157479,114775,507524,168872,2,60.5,4.0,Middle East,No
303721,Delta Systems – Product Launch,Product Launch,BlueSky Ltd,Medium,Planning,2024-03-02,2024-04-12,189726,16132,658065,148050,16,,,APAC,No
494873,Delta Systems – Cloud Migration,Cloud Migration,GlobalTech,Low,Completed,2023-02-22,2023-08-13,34131,38289,592972,639593,24,40.1,3.8,North America,No
862899,HorizonBank – Security Audit,Security Audit,Frontier AI,Medium,Planning,2023-03-29,2024-09-08,76782,6945,186431,979827,9,,,LATAM,Yes
774044,HorizonBank – Cloud Migration,Cloud Migration,InnovateCo,Medium,Completed,2020-12-12,2021-04-27,63848,24331,862120,195674,20,38.0,4.0,Middle East,Yes
161795,JetStream LLC – ERP Implementation,ERP Implementation,GlobalTech,Medium,In Progress,2020-11-04,2020-12-22,183292,170357,381631,108060,20,44.6,,North America,Yes
823934,LumaMedia – API Integration,API Integration,LumaMedia,Low,On Hold,2023-08-28,2024-01-25,70511,39913,381631,275490,24,22.8,,North America,Yes
546380,BlueSky Ltd – Mobile App,Mobile App,Apex Corp,Low,Completed,2024-03-12,2024-06-12,6785,2970,283017,180674,16,39.6,4.7,LATAM,No
279015,Frontier AI – Marketing Campaign,Marketing Campaign,JetStream LLC,Low,Completed,2020-01-19,2020-07-18,76707,50275,239890,725969,11,33.4,3.2,APAC,Yes
248391,OmegaRetail – Cloud Migration,Cloud Migration,LumaMedia,Medium,Planning,2021-05-29,2022-02-24,214643,22296,275490,111068,12,,,Europe,Yes
649850,Delta Systems – ERP Implementation,ERP Implementation,Delta Systems,Critical,In Progress,2022-08-21,2022-10-24,1073050,485385,966662,402099,24,13.7,,North America,No
447115,Delta Systems – Mobile App,Mobile App,Elevate Health,Critical,On Hold,2020-05-16,2020-12-11,1182922,952590,654718,593152,9,36.9,,APAC,No
712859,BlueSky Ltd – Cloud Migration,Cloud Migration,JetStream LLC,Medium,On Hold,2023-02-23,2023-12-27,231428,253219,892313,783823,8,39.7,,Europe,Yes
866150,JetStream LLC – API Integration,API Integration,JetStream LLC,Medium,Completed,2020-09-16,2021-11-28,157855,122986,681141,988456,22,39.1,4.4,APAC,No
319473,Cornerstone Inc – Data Pipeline,Data Pipeline,Cornerstone Inc,Critical,Planning,2020-07-06,2021-11-23,686184,135739,497455,433507,6,,,LATAM,Yes
439044,BlueSky Ltd – Mobile App,Mobile App,Delta Systems,Critical,Completed,2022-05-21,2023-05-26,1273123,1255489,943146,953047,11,27.3,3.8,Middle East,No
495637,Keystone Partners – Security Audit,Security Audit,NovaCare,Low,In Progress,2021-10-11,2022-08-08,45863,46452,843963,538555,21,54.4,,APAC,Yes
980673,Cornerstone Inc – Security Audit,Security Audit,Apex Corp,Low,In Progress,2023-02-16,2024-06-20,37838,33394,725969,265649,13,13.0,,APAC,No
908184,Delta Systems – AI/ML Model,AI/ML Model,Apex Corp,Low,Completed,2021-01-26,2021-09-08,78373,81888,504630,375201,25,45.9,3.4,Middle East,Yes
444406,Keystone Partners – Mobile App,Mobile App,HorizonBank,Medium,In Progress,2023-05-27,2023-11-12,283608,307240,780364,908713,10,37.8,,LATAM,Yes
829283,Keystone Partners – Cloud Migration,Cloud Migration,HorizonBank,Medium,Cancelled,2020-03-03,2021-06-17,50003,56276,867934,943146,21,,,LATAM,Yes
596446,NovaCare – Marketing Campaign,Marketing Campaign,BlueSky Ltd,High,Completed,2023-12-31,2024-04-17,467484,151703,282176,431752,7,42.4,3.5,North America,No
768444,Keystone Partners – Web Platform,Web Platform,NovaCare,Medium,Completed,2021-02-01,2022-02-01,165478,187965,433507,462479,2,33.4,3.3,APAC,Yes
715354,NovaCare – AI/ML Model,AI/ML Model,Meridian Group,Critical,Cancelled,2023-09-29,2024-10-05,1045515,683685,940181,133276,8,,,Middle East,Yes
864366,Apex Corp – Cloud Migration,Cloud Migration,Elevate Health,High,Completed,2023-05-31,2023-10-09,544937,184097,108060,918665,15,47.3,4.6,APAC,Yes
223432,LumaMedia – AI/ML Model,AI/ML Model,BlueSky Ltd,Low,On Hold,2022-08-06,2022-10-20,16284,12722,923914,270555,7,55.6,,Europe,Yes
